caller,callee,timestamp,duration,call_type,cell_id
9820040006,9820040002,2026-02-24 03:26:00,60,VOICE,MUM-AND-114
9820040002,9820040009,2026-02-23 19:24:00,60,VOICE,MUM-AND-114
9820040010,9820040003,2026-02-24 04:44:00,60,VOICE,MUM-AND-114
9820022222,9820033333,2026-02-24 06:29:00,60,VOICE,MUM-AND-114
9820033333,9820022222,2026-02-24 08:00:00,60,VOICE,MUM-AND-114
9820040002,9820040009,2026-02-25 00:50:00,60,VOICE,MUM-AND-114
9820022222,9820040001,2026-02-25 08:51:00,60,VOICE,MUM-AND-114
9820040004,9820040007,2026-02-25 02:39:00,60,VOICE,MUM-AND-114
9820022222,9820040002,2026-02-24 21:07:00,60,VOICE,MUM-AND-114
9820040002,9820040011,2026-02-24 23:50:00,60,VOICE,MUM-AND-114
9820022222,9820033333,2026-02-25 06:30:00,60,VOICE,MUM-AND-114
9820033333,9820022222,2026-02-25 07:53:00,60,VOICE,MUM-AND-114
9820040000,9820040008,2026-02-26 00:29:00,60,VOICE,MUM-AND-114
9820040011,9820040000,2026-02-26 07:53:00,60,VOICE,MUM-AND-114
9820022222,9820033333,2026-02-26 06:39:00,60,VOICE,MUM-AND-114
9820033333,9820022222,2026-02-26 07:25:00,60,VOICE,MUM-AND-114
9820040011,9820040002,2026-02-27 01:09:00,60,VOICE,MUM-AND-114
9820040000,9820040008,2026-02-27 04:09:00,60,VOICE,MUM-AND-114
9820040007,9820040003,2026-02-27 05:11:00,60,VOICE,MUM-AND-114
9820022222,9820033333,2026-02-27 06:32:00,60,VOICE,MUM-AND-114
9820033333,9820022222,2026-02-27 07:35:00,60,VOICE,MUM-AND-114
9820040008,9820040003,2026-02-27 22:53:00,60,VOICE,MUM-AND-114
9820040004,9820040005,2026-02-28 06:21:00,60,VOICE,MUM-AND-114
9820011111,9820040004,2026-02-28 02:36:00,60,VOICE,MUM-AND-114
9820040000,9820040011,2026-02-28 04:42:00,60,VOICE,MUM-AND-114
9820040004,9820040011,2026-02-28 00:43:00,60,VOICE,MUM-AND-114
9820022222,9820040003,2026-02-27 20:34:00,60,VOICE,MUM-AND-114
9820022222,9820033333,2026-02-28 06:50:00,60,VOICE,MUM-AND-114
9820033333,9820022222,2026-02-28 07:32:00,60,VOICE,MUM-AND-114
9820040000,9820040007,2026-03-01 05:17:00,60,VOICE,MUM-AND-114
9820040006,9820040000,2026-03-01 03:18:00,60,VOICE,MUM-AND-114
9820040007,9820040005,2026-03-01 08:01:00,60,VOICE,MUM-AND-114
9820022222,9820040010,2026-02-28 21:18:00,60,VOICE,MUM-AND-114
9820040003,9820040011,2026-03-01 07:32:00,60,VOICE,MUM-AND-114
9820022222,9820033333,2026-03-01 06:50:00,60,VOICE,MUM-AND-114
9820033333,9820022222,2026-03-01 07:31:00,60,VOICE,MUM-AND-114
9820040009,9820040010,2026-03-02 00:25:00,60,VOICE,MUM-AND-114
9820040009,9820040011,2026-03-02 01:49:00,60,VOICE,MUM-AND-114
9820040003,9820040011,2026-03-01 21:06:00,60,VOICE,MUM-AND-114
9820033333,9820040002,2026-03-01 21:21:00,60,VOICE,MUM-AND-114
9820033333,9820040009,2026-03-02 03:11:00,60,VOICE,MUM-AND-114
9820040007,9820040002,2026-03-02 05:12:00,60,VOICE,MUM-AND-114
9820022222,9820033333,2026-03-02 06:58:00,60,VOICE,MUM-AND-114
9820033333,9820022222,2026-03-02 07:50:00,60,VOICE,MUM-AND-114
9820033333,9820040008,2026-03-03 03:28:00,60,VOICE,MUM-AND-114
9820011111,9820040000,2026-03-03 08:06:00,60,VOICE,MUM-AND-114
9820040007,9820040001,2026-03-03 04:07:00,60,VOICE,MUM-AND-114
9820040011,9820040002,2026-03-03 02:15:00,60,VOICE,MUM-AND-114
9820040000,9820040003,2026-03-02 19:36:00,60,VOICE,MUM-AND-114
9820022222,9820033333,2026-03-03 06:33:00,60,VOICE,MUM-AND-114
9820033333,9820022222,2026-03-03 07:38:00,60,VOICE,MUM-AND-114
9820040002,9820040004,2026-03-04 03:46:00,60,VOICE,MUM-AND-114
9820040010,9820040002,2026-03-03 20:18:00,60,VOICE,MUM-AND-114
9820040008,9820040005,2026-03-04 03:02:00,60,VOICE,MUM-AND-114
9820022222,9820033333,2026-03-04 06:57:00,60,VOICE,MUM-AND-114
9820033333,9820022222,2026-03-04 07:53:00,60,VOICE,MUM-AND-114
9820040010,9820040008,2026-03-04 21:54:00,60,VOICE,MUM-AND-114
9820033333,9820040008,2026-03-05 03:21:00,60,VOICE,MUM-AND-114
9820040010,9820040007,2026-03-05 07:31:00,60,VOICE,MUM-AND-114
9820040006,9820040000,2026-03-05 08:11:00,60,VOICE,MUM-AND-114
9820033333,9820040002,2026-03-04 21:50:00,60,VOICE,MUM-AND-114
9820040006,9820040011,2026-03-04 20:55:00,60,VOICE,MUM-AND-114
9820022222,9820033333,2026-03-05 06:23:00,60,VOICE,MUM-AND-114
9820033333,9820022222,2026-03-05 07:40:00,60,VOICE,MUM-AND-114
9820040009,9820040001,2026-03-06 03:23:00,60,VOICE,MUM-AND-114
9820040000,9820040003,2026-03-05 23:22:00,60,VOICE,MUM-AND-114
9820040009,9820040001,2026-03-06 03:48:00,60,VOICE,MUM-AND-114
9820040005,9820040000,2026-03-06 08:17:00,60,VOICE,MUM-AND-114
9820040011,9820040001,2026-03-06 02:40:00,60,VOICE,MUM-AND-114
9820040006,9820040008,2026-03-06 04:52:00,60,VOICE,MUM-AND-114
9820022222,9820033333,2026-03-06 06:32:00,60,VOICE,MUM-AND-114
9820033333,9820022222,2026-03-06 07:37:00,60,VOICE,MUM-AND-114
9820040005,9820040008,2026-03-07 07:50:00,60,VOICE,MUM-AND-114
9820040005,9820040003,2026-03-07 06:53:00,60,VOICE,MUM-AND-114
9820040011,9820040004,2026-03-07 04:17:00,60,VOICE,MUM-AND-114
9820040000,9820040007,2026-03-06 21:46:00,60,VOICE,MUM-AND-114
9820022222,9820040006,2026-03-07 02:40:00,60,VOICE,MUM-AND-114
9820022222,9820040010,2026-03-06 22:47:00,60,VOICE,MUM-AND-114
9820022222,9820033333,2026-03-07 06:24:00,60,VOICE,MUM-AND-114
9820033333,9820022222,2026-03-07 07:33:00,60,VOICE,MUM-AND-114
9820040009,9820040001,2026-03-08 07:29:00,60,VOICE,MUM-AND-114
9820040008,9820040010,2026-03-08 05:43:00,60,VOICE,MUM-AND-114
9820033333,9820040004,2026-03-07 21:49:00,60,VOICE,MUM-AND-114
9820040000,9820040011,2026-03-07 20:45:00,60,VOICE,MUM-AND-114
9820040011,9820040007,2026-03-07 22:02:00,60,VOICE,MUM-AND-114
9820022222,9820033333,2026-03-08 06:34:00,60,VOICE,MUM-AND-114
9820033333,9820022222,2026-03-08 07:30:00,60,VOICE,MUM-AND-114
9820040005,9820040006,2026-03-09 00:46:00,60,VOICE,MUM-AND-114
9820040000,9820040005,2026-03-09 00:25:00,60,VOICE,MUM-AND-114
9820040008,9820040005,2026-03-08 19:41:00,60,VOICE,MUM-AND-114
9820040005,9820040007,2026-03-09 03:05:00,60,VOICE,MUM-AND-114
9820011111,9820040006,2026-03-09 00:53:00,60,VOICE,MUM-AND-114
9820040006,9820040004,2026-03-09 03:24:00,60,VOICE,MUM-AND-114
9820022222,9820033333,2026-03-09 06:27:00,60,VOICE,MUM-AND-114
9820033333,9820022222,2026-03-09 07:34:00,60,VOICE,MUM-AND-114
9820022222,9820040004,2026-03-09 23:22:00,60,VOICE,MUM-AND-114
9820040011,9820040002,2026-03-10 00:08:00,60,VOICE,MUM-AND-114
9820033333,9820040006,2026-03-10 09:18:00,60,VOICE,MUM-AND-114
9820022222,9820033333,2026-03-10 06:36:00,60,VOICE,MUM-AND-114
9820033333,9820022222,2026-03-10 07:45:00,60,VOICE,MUM-AND-114
9820040005,9820040008,2026-03-11 04:51:00,60,VOICE,MUM-AND-114
9820040008,9820040005,2026-03-10 20:37:00,60,VOICE,MUM-AND-114
9820011111,9820040011,2026-03-10 21:47:00,60,VOICE,MUM-AND-114
9820040011,9820040001,2026-03-10 23:21:00,60,VOICE,MUM-AND-114
9820022222,9820033333,2026-03-11 07:00:00,60,VOICE,MUM-AND-114
9820033333,9820022222,2026-03-11 07:25:00,60,VOICE,MUM-AND-114
9820022222,9820040009,2026-03-12 08:34:00,60,VOICE,MUM-AND-114
9820022222,9820040004,2026-03-12 08:27:00,60,VOICE,MUM-AND-114
9820040004,9820040000,2026-03-12 00:55:00,60,VOICE,MUM-AND-114
9820040003,9820040004,2026-03-12 04:28:00,60,VOICE,MUM-AND-114
9820011111,9820040008,2026-03-12 06:35:00,60,VOICE,MUM-AND-114
9820022222,9820033333,2026-03-12 06:27:00,60,VOICE,MUM-AND-114
9820033333,9820022222,2026-03-12 07:30:00,60,VOICE,MUM-AND-114
9820011111,9820040002,2026-03-12 23:19:00,60,VOICE,MUM-AND-114
9820040001,9820040010,2026-03-12 23:53:00,60,VOICE,MUM-AND-114
9820040009,9820040003,2026-03-12 23:48:00,60,VOICE,MUM-AND-114
9820040005,9820040010,2026-03-12 21:37:00,60,VOICE,MUM-AND-114
9820040002,9820040000,2026-03-12 23:22:00,60,VOICE,MUM-AND-114
9820022222,9820033333,2026-03-13 06:20:00,60,VOICE,MUM-AND-114
9820033333,9820022222,2026-03-13 07:21:00,60,VOICE,MUM-AND-114
9820040005,9820040007,2026-03-13 23:19:00,60,VOICE,MUM-AND-114
9820040004,9820040001,2026-03-14 06:12:00,60,VOICE,MUM-AND-114
9820040007,9820040006,2026-03-14 05:51:00,60,VOICE,MUM-AND-114
9820040005,9820040006,2026-03-14 03:39:00,60,VOICE,MUM-AND-114
9820022222,9820033333,2026-03-14 06:33:00,60,VOICE,MUM-AND-114
9820033333,9820022222,2026-03-14 07:34:00,60,VOICE,MUM-AND-114
9765400001,9820022222,2026-02-15 11:20:00,60,VOICE,MUM-AND-114
9765400001,9820022222,2026-02-15 10:20:00,60,VOICE,MUM-AND-114
9765400001,9820022222,2026-02-15 09:20:00,60,VOICE,MUM-AND-114
9765400001,9820022222,2026-02-15 08:20:00,60,VOICE,MUM-AND-114
9820022222,9111199999,2026-03-13 12:20:00,107,VOICE,MUM-AND-114
9820022222,9111199999,2026-03-13 13:50:00,70,VOICE,MUM-AND-114
9820022222,9111199999,2026-03-13 15:20:00,55,VOICE,MUM-AND-114
9820022222,9111199999,2026-03-13 16:50:00,123,VOICE,MUM-AND-114
9820022222,9111199999,2026-03-13 18:20:00,108,VOICE,MUM-AND-114
9820022222,9111199999,2026-03-13 19:50:00,33,VOICE,MUM-AND-114
9820022222,9111199999,2026-03-13 21:20:00,53,VOICE,MUM-AND-114
9820022222,9111199999,2026-03-13 22:50:00,23,VOICE,MUM-AND-114
9820022222,9111199999,2026-03-14 00:20:00,38,VOICE,MUM-AND-114
9820022222,9111199999,2026-03-14 01:50:00,180,VOICE,MUM-AND-114
9820022222,9111199999,2026-03-14 03:20:00,85,VOICE,MUM-AND-114
9820022222,9111199999,2026-03-14 04:50:00,130,VOICE,MUM-AND-114
9820022222,9111199999,2026-03-14 06:20:00,61,VOICE,MUM-AND-114
9820022222,9111199999,2026-03-14 07:50:00,34,VOICE,MUM-AND-114
9111199999,9820033333,2026-03-14 10:40:00,60,VOICE,MUM-AND-114
9820033333,9765400001,2026-03-14 10:48:00,60,VOICE,MUM-AND-114
9765400001,9820022222,2026-03-14 05:20:00,60,VOICE,MUM-AND-114
9765400001,9820022222,2026-03-14 06:05:00,60,VOICE,MUM-AND-114
9765400001,9820022222,2026-03-14 06:50:00,60,VOICE,MUM-AND-114
9765400001,9820022222,2026-03-14 07:35:00,60,VOICE,MUM-AND-114
9820040001,9820040010,2026-03-16 02:20:00,60,VOICE,MUM-AND-114
9820040008,9820040010,2026-03-16 00:20:00,60,VOICE,MUM-AND-114
9820040009,9820040003,2026-03-16 07:20:00,60,VOICE,MUM-AND-114
9820040004,9820040000,2026-03-16 03:20:00,60,VOICE,MUM-AND-114
9820040002,9820040002,2026-03-17 00:20:00,60,VOICE,MUM-AND-114
9820040007,9820040000,2026-03-17 00:20:00,60,VOICE,MUM-AND-114
9820040005,9820040005,2026-03-17 04:20:00,60,VOICE,MUM-AND-114
9820040005,9820040003,2026-03-16 20:20:00,60,VOICE,MUM-AND-114
